MFneighbors, 40 , 0.971269, 0.775229 
MFneighbors, 60 , 0.971331, 0.775340 
MFneighbors, 80 , 0.971620, 0.775559 
MFneighbors, 100 , 0.971487, 0.775364 
MFneighbors, 120 , 0.971966, 0.775788 
MFneighbors, 140 , 0.971253, 0.775256 
